"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV2005 - Stemmeberettigede";"FV2005 - Afgivne stemmer";"FV2005 - Blanke stemmer";"FV2005 - Andre ugyldige stemmer";"FV2005 - Gyldige stemmer";"FV2005 - A. Socialdemokratiet";"FV2005 - B. Det Radikale Venstre";"FV2005 - C. Det Konservative Folkeparti";"FV2005 - D. Centrum-Demokraterne";"FV2005 - F. Socialistisk Folkeparti";"FV2005 - K. Kristendemokraterne";"FV2005 - M. Minoritetspartiet";"FV2005 - O. Dansk Folkeparti";"FV2005 - V. Venstre, Danmarks Liberale Parti";"FV2005 - Ø. Enhedslisten - De Rød-Grønne";"FV2005 - 1. Uden for partierne";"FV2005 - 2. Uden for partierne";"FV2005 - 3. Uden for partierne"
"183005";"183005";"23";"4";"2";"3811";"3214";"9";"13";"3192";"904";"205";"252";"27";"143";"21";"7";"738";"789";"105";"1";"-";"-"
"185001";"185001";"27";"4";"2";"4146";"3589";"20";"6";"3563";"875";"168";"307";"52";"191";"31";"4";"835";"992";"108";"0";"-";"-"
"185002";"185002";"27";"4";"2";"4996";"4410";"28";"13";"4369";"1230";"257";"399";"61";"230";"44";"6";"782";"1220";"139";"1";"-";"-"
"185003";"185003";"27";"4";"2";"4594";"3730";"26";"6";"3698";"1192";"236";"277";"49";"261";"15";"13";"750";"756";"148";"1";"-";"-"
"185004";"185004";"27";"4";"2";"3877";"3244";"20";"6";"3218";"1053";"240";"256";"23";"213";"37";"6";"577";"701";"112";"0";"-";"-"
"185005";"185005";"27";"4";"2";"3551";"3011";"14";"8";"2989";"801";"194";"259";"46";"176";"24";"6";"581";"807";"92";"3";"-";"-"
"185006";"185006";"27";"4";"2";"8453";"6947";"36";"18";"6893";"2302";"459";"433";"66";"515";"46";"16";"1452";"1322";"282";"0";"-";"-"
"187001";"187001";"23";"4";"2";"2297";"1897";"9";"9";"1879";"414";"125";"303";"22";"84";"9";"7";"345";"512";"57";"1";"-";"-"
"187002";"187002";"23";"4";"2";"3087";"2829";"17";"5";"2807";"631";"178";"538";"27";"128";"25";"9";"485";"733";"52";"1";"-";"-"
"187003";"187003";"23";"4";"2";"3538";"3235";"9";"4";"3222";"695";"235";"657";"33";"112";"25";"3";"475";"929";"57";"1";"-";"-"
"189001";"189001";"22";"4";"2";"8840";"8070";"43";"9";"8018";"1554";"1057";"1444";"83";"457";"81";"16";"894";"2197";"233";"2";"-";"-"
"189002";"189002";"22";"4";"2";"2489";"2335";"8";"5";"2322";"382";"404";"429";"32";"172";"24";"2";"164";"590";"123";"0";"-";"-"
"189003";"189003";"22";"4";"2";"1063";"993";"1";"1";"991";"132";"123";"182";"7";"70";"30";"0";"84";"333";"30";"0";"-";"-"
"189004";"189004";"22";"4";"2";"925";"839";"0";"0";"839";"189";"137";"131";"12";"67";"5";"6";"76";"188";"26";"2";"-";"-"
"201001";"201001";"31";"5";"2";"1966";"1815";"7";"2";"1806";"214";"266";"326";"16";"73";"37";"3";"183";"655";"33";"-";"-";"-"
"201002";"201002";"31";"5";"2";"2519";"2243";"13";"4";"2226";"484";"357";"306";"23";"150";"22";"2";"224";"573";"85";"-";"-";"-"
"201003";"201003";"31";"5";"2";"3165";"2853";"14";"6";"2833";"500";"361";"459";"22";"181";"52";"7";"267";"902";"82";"-";"-";"-"
"201004";"201004";"31";"5";"2";"3529";"3132";"21";"2";"3109";"433";"310";"401";"31";"161";"38";"4";"394";"1254";"83";"-";"-";"-"
"201005";"201005";"31";"5";"2";"3299";"3067";"7";"6";"3054";"393";"402";"563";"28";"122";"49";"3";"274";"1180";"40";"-";"-";"-"
"201006";"201006";"31";"5";"2";"1977";"1822";"20";"10";"1792";"289";"249";"315";"19";"111";"16";"2";"135";"608";"48";"-";"-";"-"
"205001";"205001";"30";"5";"2";"3051";"2731";"10";"5";"2716";"440";"426";"431";"20";"142";"24";"3";"226";"930";"74";"-";"-";"-"
"205002";"205002";"30";"5";"2";"4540";"3981";"14";"5";"3962";"607";"788";"624";"37";"225";"32";"14";"356";"1109";"170";"-";"-";"-"
"205003";"205003";"30";"5";"2";"3727";"3309";"24";"8";"3277";"621";"505";"473";"32";"200";"35";"3";"343";"965";"100";"-";"-";"-"
"205004";"205004";"30";"5";"2";"2671";"2356";"11";"8";"2337";"333";"435";"392";"23";"145";"22";"14";"154";"720";"99";"-";"-";"-"
"205005";"205005";"30";"5";"2";"1544";"1372";"4";"0";"1368";"117";"211";"283";"11";"51";"14";"2";"107";"532";"40";"-";"-";"-"
"207001";"207001";"31";"5";"2";"3997";"3663";"9";"3";"3651";"537";"602";"566";"28";"245";"37";"0";"325";"1177";"134";"-";"-";"-"
"207002";"207002";"31";"5";"2";"4530";"4057";"26";"9";"4022";"665";"666";"576";"55";"261";"58";"6";"417";"1148";"170";"-";"-";"-"
"207003";"207003";"31";"5";"2";"4029";"3246";"17";"18";"3211";"773";"438";"256";"58";"263";"27";"18";"420";"739";"219";"-";"-";"-"
"208001";"208001";"30";"5";"2";"4129";"3548";"17";"9";"3522";"655";"364";"459";"34";"178";"50";"6";"477";"1214";"85";"-";"-";"-"
"208002";"208002";"30";"5";"2";"3487";"3106";"10";"3";"3093";"422";"435";"511";"23";"129";"40";"8";"287";"1177";"61";"-";"-";"-"
"208003";"208003";"30";"5";"2";"3437";"2995";"6";"3";"2986";"542";"469";"400";"30";"167";"30";"7";"375";"880";"86";"-";"-";"-"
"208004";"208004";"30";"5";"2";"3331";"2925";"15";"6";"2904";"581";"435";"339";"36";"184";"18";"8";"363";"820";"120";"-";"-";"-"
"209001";"209001";"32";"5";"2";"4877";"4016";"21";"9";"3986";"1079";"388";"405";"38";"217";"33";"5";"568";"1154";"99";"-";"-";"-"
"209002";"209002";"32";"5";"2";"2576";"2245";"6";"2";"2237";"533";"216";"241";"24";"83";"40";"4";"327";"722";"47";"-";"-";"-"
"209003";"209003";"32";"5";"2";"3625";"3166";"16";"4";"3146";"754";"290";"327";"32";"173";"24";"1";"409";"1060";"76";"-";"-";"-"
"209004";"209004";"32";"5";"2";"698";"630";"4";"0";"626";"125";"42";"67";"3";"10";"9";"0";"107";"255";"8";"-";"-";"-"
"209005";"209005";"32";"5";"2";"466";"418";"1";"1";"416";"60";"29";"66";"1";"20";"5";"0";"63";"162";"10";"-";"-";"-"
"209006";"209006";"32";"5";"2";"1438";"1274";"7";"2";"1265";"287";"121";"130";"7";"53";"13";"3";"190";"422";"39";"-";"-";"-"
"211001";"211001";"32";"5";"2";"3042";"2335";"22";"8";"2305";"727";"215";"180";"25";"118";"38";"7";"404";"512";"79";"-";"-";"-"
"211002";"211002";"32";"5";"2";"3969";"3185";"27";"7";"3151";"972";"275";"283";"31";"161";"45";"6";"521";"766";"91";"-";"-";"-"
"211003";"211003";"32";"5";"2";"2773";"2286";"15";"8";"2263";"648";"187";"167";"22";"120";"12";"6";"386";"647";"68";"-";"-";"-"
"211004";"211004";"32";"5";"2";"3115";"2670";"4";"1";"2665";"624";"250";"231";"27";"104";"28";"5";"529";"765";"102";"-";"-";"-"
"211005";"211005";"32";"5";"2";"2093";"1738";"17";"6";"1715";"433";"113";"134";"20";"85";"16";"3";"335";"527";"49";"-";"-";"-"
"213001";"213001";"30";"5";"2";"3690";"3099";"9";"5";"3085";"543";"232";"212";"40";"150";"52";"14";"604";"1132";"106";"-";"-";"-"
"213002";"213002";"30";"5";"2";"2448";"2071";"9";"2";"2060";"380";"222";"152";"25";"133";"42";"4";"351";"648";"103";"-";"-";"-"
"213004";"213004";"30";"5";"2";"3485";"2918";"19";"5";"2894";"553";"247";"168";"31";"141";"157";"6";"461";"1029";"101";"-";"-";"-"
"213006";"213006";"30";"5";"2";"4884";"4066";"20";"4";"4042";"726";"350";"362";"38";"239";"98";"6";"609";"1462";"152";"-";"-";"-"
"213007";"213007";"30";"5";"2";"1238";"1047";"7";"5";"1035";"153";"89";"85";"14";"60";"12";"3";"182";"393";"44";"-";"-";"-"
"215001";"215001";"32";"5";"2";"5575";"4679";"23";"5";"4651";"884";"435";"361";"45";"225";"90";"10";"727";"1783";"91";"-";"-";"-"
"215002";"215002";"32";"5";"2";"773";"675";"7";"1";"667";"110";"76";"57";"7";"38";"12";"0";"96";"247";"24";"-";"-";"-"
"215003";"215003";"32";"5";"2";"403";"358";"1";"0";"357";"49";"30";"44";"3";"15";"8";"1";"54";"145";"8";"-";"-";"-"
"215004";"215004";"32";"5";"2";"2114";"1839";"10";"2";"1827";"296";"198";"162";"25";"96";"19";"3";"258";"704";"66";"-";"-";"-"
"215005";"215005";"32";"5";"2";"1707";"1540";"6";"1";"1533";"238";"158";"171";"13";"79";"10";"5";"181";"647";"31";"-";"-";"-"
"215006";"215006";"32";"5";"2";"2211";"1924";"9";"2";"1913";"367";"160";"140";"29";"93";"26";"5";"391";"634";"68";"-";"-";"-"
"215007";"215007";"32";"5";"2";"1523";"1345";"12";"2";"1331";"212";"223";"104";"18";"95";"23";"4";"158";"392";"102";"-";"-";"-"
"217001";"217001";"29";"5";"2";"7201";"5608";"27";"7";"5574";"1377";"781";"588";"87";"400";"52";"18";"717";"1225";"329";"-";"-";"-"
"217002";"217002";"29";"5";"2";"9378";"7496";"32";"15";"7449";"2680";"685";"569";"71";"482";"64";"17";"1206";"1360";"315";"-";"-";"-"
"217003";"217003";"29";"5";"2";"5330";"4322";"25";"8";"4289";"1316";"435";"392";"79";"267";"41";"15";"711";"906";"127";"-";"-";"-"
"217004";"217004";"29";"5";"2";"4038";"3521";"16";"4";"3501";"652";"487";"523";"32";"191";"28";"8";"433";"1059";"88";"-";"-";"-"
"217005";"217005";"29";"5";"2";"3763";"3225";"18";"5";"3202";"612";"367";"427";"55";"139";"18";"7";"482";"993";"102";"-";"-";"-"
"217006";"217006";"29";"5";"2";"983";"839";"7";"1";"831";"156";"102";"93";"12";"30";"3";"1";"132";"280";"22";"-";"-";"-"
"217007";"217007";"29";"5";"2";"1230";"1074";"3";"3";"1068";"173";"116";"114";"16";"37";"13";"0";"185";"378";"36";"-";"-";"-"
"217008";"217008";"29";"5";"2";"705";"582";"3";"2";"577";"139";"49";"51";"9";"19";"30";"1";"112";"153";"14";"-";"-";"-"
"217009";"217009";"29";"5";"2";"3606";"3076";"15";"5";"3056";"617";"424";"452";"30";"156";"30";"4";"346";"913";"84";"-";"-";"-"
"217010";"217010";"29";"5";"2";"3338";"2932";"8";"6";"2918";"491";"481";"494";"35";"148";"26";"7";"288";"858";"90";"-";"-";"-"
"217011";"217011";"29";"5";"2";"4834";"4223";"18";"3";"4202";"838";"559";"657";"51";"222";"37";"9";"533";"1171";"125";"-";"-";"-"
"219001";"219001";"31";"5";"2";"5668";"4783";"33";"7";"4743";"974";"626";"564";"54";"361";"139";"14";"500";"1283";"228";"-";"-";"-"
"219002";"219002";"31";"5";"2";"4680";"4064";"22";"8";"4034";"1009";"519";"475";"50";"206";"136";"2";"399";"1111";"127";"-";"-";"-"
"219003";"219003";"31";"5";"2";"621";"572";"1";"0";"571";"80";"75";"74";"10";"33";"9";"0";"46";"226";"18";"-";"-";"-"
"219004";"219004";"31";"5";"2";"1161";"1061";"9";"2";"1050";"180";"181";"126";"9";"121";"23";"2";"80";"282";"46";"-";"-";"-"
"219005";"219005";"31";"5";"2";"1667";"1500";"9";"1";"1490";"248";"149";"170";"24";"57";"32";"2";"210";"558";"40";"-";"-";"-"
"219006";"219006";"31";"5";"2";"420";"382";"2";"1";"379";"48";"37";"38";"2";"25";"7";"0";"57";"149";"16";"-";"-";"-"
"219007";"219007";"31";"5";"2";"2504";"2208";"8";"1";"2199";"478";"241";"236";"18";"139";"75";"9";"258";"669";"76";"-";"-";"-"
"219008";"219008";"31";"5";"2";"1416";"1261";"7";"5";"1249";"215";"202";"170";"17";"82";"13";"3";"122";"391";"34";"-";"-";"-"
"219009";"219009";"31";"5";"2";"776";"723";"4";"2";"717";"104";"111";"125";"14";"67";"7";"1";"51";"211";"26";"-";"-";"-"
"219010";"219010";"31";"5";"2";"3134";"2776";"11";"7";"2758";"635";"349";"313";"37";"190";"106";"4";"276";"767";"81";"-";"-";"-"
"219011";"219011";"31";"5";"2";"4833";"4030";"17";"18";"3995";"970";"504";"410";"40";"276";"91";"12";"496";"1042";"154";"-";"-";"-"
"221001";"221001";"32";"5";"2";"7507";"6284";"33";"9";"6242";"1648";"548";"378";"73";"431";"71";"17";"1105";"1699";"272";"-";"-";"-"
"223001";"223001";"30";"5";"2";"4545";"3972";"13";"8";"3951";"410";"460";"938";"34";"91";"36";"9";"399";"1525";"49";"-";"-";"-"
"223002";"223002";"30";"5";"2";"4947";"4415";"14";"6";"4395";"624";"534";"858";"44";"135";"29";"4";"481";"1631";"55";"-";"-";"-"
"223003";"223003";"30";"5";"2";"3205";"2925";"6";"8";"2911";"135";"272";"834";"18";"42";"18";"1";"196";"1370";"25";"-";"-";"-"
"223004";"223004";"30";"5";"2";"334";"309";"0";"0";"309";"32";"26";"57";"5";"10";"4";"0";"43";"125";"7";"-";"-";"-"
"223005";"223005";"30";"5";"2";"4732";"4164";"10";"8";"4146";"431";"458";"915";"35";"71";"49";"4";"448";"1678";"57";"-";"-";"-"
"225001";"225001";"32";"5";"2";"1222";"1067";"9";"4";"1054";"244";"76";"84";"15";"80";"6";"2";"186";"330";"31";"-";"-";"-"
"225002";"225002";"32";"5";"2";"3424";"2913";"18";"6";"2889";"810";"293";"228";"25";"184";"21";"3";"415";"811";"99";"-";"-";"-"
"225003";"225003";"32";"5";"2";"1032";"884";"6";"2";"876";"217";"55";"47";"4";"51";"3";"1";"237";"213";"48";"-";"-";"-"
"225004";"225004";"32";"5";"2";"1421";"1165";"12";"1";"1152";"285";"85";"61";"7";"97";"3";"3";"202";"335";"74";"-";"-";"-"
"227003";"227003";"30";"5";"2";"866";"785";"2";"0";"783";"76";"87";"120";"4";"30";"7";"0";"99";"337";"23";"-";"-";"-"
"227004";"227004";"30";"5";"2";"2808";"2374";"12";"7";"2355";"505";"355";"289";"35";"153";"24";"5";"296";"613";"80";"-";"-";"-"
"227005";"227005";"30";"5";"2";"3170";"2695";"14";"2";"2679";"501";"331";"339";"45";"152";"36";"12";"309";"870";"84";"-";"-";"-"
"227006";"227006";"30";"5";"2";"3326";"2802";"16";"9";"2777";"466";"260";"374";"26";"81";"29";"2";"488";"996";"55";"-";"-";"-"
"227007";"227007";"30";"5";"2";"2781";"2455";"17";"3";"2435";"452";"291";"274";"27";"144";"14";"8";"356";"794";"75";"-";"-";"-"
"229001";"229001";"32";"5";"2";"5186";"4428";"31";"9";"4388";"928";"361";"343";"47";"212";"35";"15";"818";"1502";"127";"-";"-";"-"
"231001";"231001";"32";"5";"2";"1447";"1251";"9";"0";"1242";"208";"91";"197";"10";"64";"24";"0";"200";"428";"20";"-";"-";"-"
"231002";"231002";"32";"5";"2";"1547";"1356";"8";"6";"1342";"256";"86";"248";"9";"53";"14";"7";"177";"471";"21";"-";"-";"-"
"231003";"231003";"32";"5";"2";"883";"777";"8";"2";"767";"156";"51";"125";"13";"34";"27";"0";"95";"249";"17";"-";"-";"-"
"231004";"231004";"32";"5";"2";"418";"375";"0";"1";"374";"25";"24";"93";"2";"23";"1";"0";"53";"142";"11";"-";"-";"-"
"233001";"233001";"31";"5";"2";"2799";"2480";"12";"2";"2466";"448";"200";"241";"35";"126";"22";"7";"388";"942";"57";"-";"-";"-"
"233002";"233002";"31";"5";"2";"2874";"2578";"15";"13";"2550";"474";"229";"247";"28";"102";"18";"4";"361";"1038";"49";"-";"-";"-"
"233003";"233003";"31";"5";"2";"874";"802";"1";"2";"799";"141";"60";"79";"1";"42";"7";"1";"123";"329";"16";"-";"-";"-"
"235001";"235001";"31";"5";"2";"2498";"2270";"11";"2";"2257";"340";"285";"334";"29";"134";"25";"4";"263";"782";"61";"-";"-";"-"
"235002";"235002";"31";"5";"2";"1142";"1057";"3";"1";"1053";"166";"129";"104";"29";"80";"11";"5";"141";"316";"72";"-";"-";"-"
"235003";"235003";"31";"5";"2";"4154";"3714";"27";"10";"3677";"764";"327";"399";"38";"126";"27";"5";"583";"1336";"72";"-";"-";"-"
"235004";"235004";"31";"5";"2";"445";"413";"1";"1";"411";"70";"39";"52";"13";"25";"4";"1";"44";"151";"12";"-";"-";"-"
"235005";"235005";"31";"5";"2";"1411";"1291";"5";"5";"1281";"245";"139";"161";"16";"87";"8";"3";"167";"414";"41";"-";"-";"-"
"237001";"237001";"31";"5";"2";"6242";"5586";"31";"9";"5546";"1233";"493";"566";"53";"218";"47";"11";"858";"1948";"119";"-";"-";"-"
"237002";"237002";"31";"5";"2";"4603";"4016";"21";"6";"3989";"829";"324";"434";"45";"166";"29";"11";"680";"1389";"82";"-";"-";"-"
"251001";"251001";"35";"6";"2";"2668";"2339";"12";"3";"2324";"506";"164";"173";"31";"103";"24";"10";"344";"908";"61";"-";"-";"-"
"251002";"251002";"35";"6";"2";"1940";"1720";"20";"3";"1697";"313";"158";"125";"19";"84";"10";"4";"297";"643";"44";"-";"-";"-"
"251003";"251003";"35";"6";"2";"1289";"1147";"4";"4";"1139";"206";"99";"85";"17";"57";"6";"2";"206";"416";"45";"-";"-";"-"
"251004";"251004";"35";"6";"2";"1118";"1003";"13";"1";"989";"189";"92";"63";"14";"40";"14";"2";"158";"398";"19";"-";"-";"-"
"253001";"253001";"34";"6";"2";"971";"837";"4";"3";"830";"172";"54";"74";"9";"33";"7";"4";"162";"305";"10";"-";"-";"-"
"253002";"253002";"34";"6";"2";"2521";"2286";"11";"2";"2273";"373";"150";"246";"34";"61";"21";"1";"440";"931";"16";"-";"-";"-"
"253003";"253003";"34";"6";"2";"1929";"1674";"14";"1";"1659";"354";"119";"171";"22";"73";"13";"6";"302";"561";"38";"-";"-";"-"
"253004";"253004";"34";"6";"2";"3743";"3445";"20";"3";"3422";"673";"230";"373";"27";"118";"20";"3";"574";"1373";"31";"-";"-";"-"
"253005";"253005";"34";"6";"2";"4110";"3718";"19";"5";"3694";"645";"295";"432";"48";"134";"63";"1";"556";"1463";"57";"-";"-";"-"
"253006";"253006";"34";"6";"2";"1350";"1130";"1";"0";"1129";"192";"87";"113";"16";"62";"17";"3";"199";"428";"12";"-";"-";"-"
"253007";"253007";"34";"6";"2";"3943";"3496";"16";"4";"3476";"767";"201";"315";"29";"137";"27";"4";"680";"1263";"53";"-";"-";"-"
"253008";"253008";"34";"6";"2";"2449";"2210";"10";"7";"2193";"420";"172";"206";"20";"73";"11";"1";"456";"809";"25";"-";"-";"-"
"253009";"253009";"34";"6";"2";"2969";"2423";"14";"1";"2408";"636";"183";"158";"18";"110";"17";"9";"579";"643";"55";"-";"-";"-"
"253010";"253010";"34";"6";"2";"4300";"3280";"17";"13";"3250";"895";"226";"259";"29";"181";"30";"13";"713";"822";"82";"-";"-";"-"
"253011";"253011";"34";"6";"2";"5789";"4934";"30";"10";"4894";"960";"371";"503";"49";"194";"41";"9";"884";"1771";"112";"-";"-";"-"
"255001";"255001";"33";"6";"2";"1963";"1778";"14";"3";"1761";"386";"160";"169";"16";"109";"22";"3";"226";"606";"64";"-";"-";"-"
"255002";"255002";"33";"6";"2";"425";"394";"4";"1";"389";"50";"39";"35";"4";"17";"4";"2";"67";"158";"13";"-";"-";"-"
"255003";"255003";"33";"6";"2";"7010";"6310";"26";"19";"6265";"1123";"549";"824";"74";"256";"66";"7";"1003";"2267";"96";"-";"-";"-"
"255004";"255004";"33";"6";"2";"1844";"1666";"6";"4";"1656";"395";"111";"201";"16";"66";"13";"1";"262";"554";"37";"-";"-";"-"
"257001";"257001";"35";"6";"2";"3023";"2717";"15";"8";"2694";"767";"275";"217";"27";"193";"21";"7";"284";"780";"123";"-";"-";"-"
"257002";"257002";"35";"6";"2";"428";"385";"4";"0";"381";"75";"55";"38";"4";"36";"11";"0";"47";"95";"20";"-";"-";"-"
"257003";"257003";"35";"6";"2";"2192";"1970";"10";"6";"1954";"467";"155";"150";"16";"103";"17";"3";"311";"663";"69";"-";"-";"-"
"259001";"259001";"34";"6";"2";"3162";"2703";"22";"3";"2678";"710";"213";"275";"37";"152";"15";"10";"384";"801";"81";"-";"-";"-"
"259002";"259002";"34";"6";"2";"4367";"3532";"28";"12";"3492";"1149";"290";"244";"36";"206";"30";"10";"567";"862";"98";"-";"-";"-"
"259003";"259003";"34";"6";"2";"688";"624";"4";"5";"615";"135";"57";"74";"12";"19";"1";"0";"82";"222";"13";"-";"-";"-"
"259004";"259004";"34";"6";"2";"1528";"1315";"12";"7";"1296";"286";"79";"104";"12";"60";"5";"1";"289";"435";"25";"-";"-";"-"
"259005";"259005";"34";"6";"2";"3418";"2861";"13";"6";"2842";"907";"187";"163";"36";"142";"20";"4";"589";"698";"96";"-";"-";"-"
"259006";"259006";"34";"6";"2";"2930";"2529";"13";"6";"2510";"602";"167";"219";"28";"118";"17";"1";"510";"815";"33";"-";"-";"-"
"259007";"259007";"34";"6";"2";"2916";"2489";"12";"3";"2474";"689";"181";"195";"22";"138";"33";"3";"354";"751";"108";"-";"-";"-"
"259008";"259008";"34";"6";"2";"1014";"902";"8";"5";"889";"180";"62";"89";"8";"47";"12";"3";"180";"278";"30";"-";"-";"-"
"259009";"259009";"34";"6";"2";"3704";"3144";"13";"8";"3123";"929";"253";"240";"28";"164";"22";"13";"485";"878";"111";"-";"-";"-"
"259010";"259010";"34";"6";"2";"3879";"3362";"24";"15";"3323";"880";"269";"308";"32";"172";"26";"11";"513";"1027";"85";"-";"-";"-"
"259011";"259011";"34";"6";"2";"1730";"1435";"12";"6";"1417";"423";"100";"91";"13";"101";"7";"3";"273";"361";"45";"-";"-";"-"
"261001";"261001";"35";"6";"2";"1561";"1445";"7";"2";"1436";"314";"117";"123";"11";"69";"17";"5";"190";"557";"33";"-";"-";"-"
"261002";"261002";"35";"6";"2";"396";"368";"0";"0";"368";"62";"38";"38";"2";"28";"4";"0";"39";"143";"14";"-";"-";"-"
"261003";"261003";"35";"6";"2";"1734";"1633";"12";"3";"1618";"265";"288";"171";"12";"99";"22";"0";"103";"585";"73";"-";"-";"-"
"261004";"261004";"35";"6";"2";"1871";"1644";"7";"3";"1634";"323";"161";"133";"21";"68";"51";"8";"200";"625";"44";"-";"-";"-"
"261005";"261005";"35";"6";"2";"881";"768";"8";"1";"759";"154";"67";"59";"8";"46";"4";"1";"76";"316";"28";"-";"-";"-"
"263001";"263001";"35";"6";"2";"1620";"1469";"12";"6";"1451";"300";"133";"143";"12";"82";"11";"1";"183";"539";"47";"-";"-";"-"
"263002";"263002";"35";"6";"2";"2769";"2465";"15";"2";"2448";"640";"217";"240";"30";"120";"30";"4";"303";"815";"49";"-";"-";"-"
"263003";"263003";"35";"6";"2";"864";"781";"4";"0";"777";"154";"57";"52";"5";"35";"10";"0";"128";"322";"14";"-";"-";"-"
"263004";"263004";"35";"6";"2";"282";"260";"2";"0";"258";"48";"25";"20";"2";"12";"2";"0";"34";"113";"2";"-";"-";"-"
"263005";"263005";"35";"6";"2";"1178";"1087";"5";"2";"1080";"234";"95";"84";"14";"56";"14";"1";"130";"416";"36";"-";"-";"-"
"265001";"265001";"33";"6";"2";"4594";"3862";"25";"8";"3829";"831";"533";"405";"44";"381";"53";"12";"367";"951";"252";"-";"-";"-"
"265002";"265002";"33";"6";"2";"4408";"3871";"16";"8";"3847";"791";"513";"519";"28";"281";"52";"7";"375";"1121";"160";"-";"-";"-"
"265003";"265003";"33";"6";"2";"6149";"5197";"31";"9";"5157";"1405";"674";"389";"54";"593";"44";"16";"523";"1163";"296";"-";"-";"-"
"265004";"265004";"33";"6";"2";"3561";"3019";"22";"6";"2991";"802";"354";"234";"44";"285";"45";"10";"391";"650";"176";"-";"-";"-"
"265005";"265005";"33";"6";"2";"4918";"4139";"31";"10";"4098";"1181";"411";"353";"40";"295";"58";"18";"642";"958";"142";"-";"-";"-"
"265006";"265006";"33";"6";"2";"6664";"5936";"31";"14";"5891";"1019";"791";"779";"60";"539";"57";"21";"509";"1844";"272";"-";"-";"-"
"265007";"265007";"33";"6";"2";"3227";"2948";"22";"8";"2918";"713";"327";"305";"28";"165";"35";"6";"304";"971";"64";"-";"-";"-"
"265008";"265008";"33";"6";"2";"1647";"1528";"11";"1";"1516";"317";"157";"176";"12";"88";"24";"2";"210";"489";"41";"-";"-";"-"
"265009";"265009";"33";"6";"2";"842";"762";"9";"0";"753";"142";"78";"61";"10";"54";"5";"1";"138";"241";"23";"-";"-";"-"
"265010";"265010";"33";"6";"2";"4618";"3689";"34";"11";"3644";"1150";"349";"215";"54";"343";"40";"19";"642";"672";"160";"-";"-";"-"
"267001";"267001";"35";"6";"2";"3758";"3302";"29";"7";"3266";"706";"293";"359";"35";"187";"45";"8";"483";"1052";"98";"-";"-";"-"
"267002";"267002";"35";"6";"2";"2391";"2137";"14";"4";"2119";"434";"157";"205";"35";"90";"21";"3";"384";"748";"42";"-";"-";"-"
"267003";"267003";"35";"6";"2";"998";"867";"6";"1";"860";"138";"60";"77";"6";"43";"12";"1";"188";"329";"6";"-";"-";"-"
"267004";"267004";"35";"6";"2";"2373";"2070";"15";"4";"2051";"399";"106";"220";"23";"74";"20";"4";"413";"764";"28";"-";"-";"-"
"267005";"267005";"35";"6";"2";"1242";"1123";"7";"2";"1114";"235";"74";"121";"11";"36";"7";"0";"178";"435";"17";"-";"-";"-"
"269001";"269001";"34";"6";"2";"3070";"2711";"12";"3";"2696";"607";"212";"258";"32";"122";"31";"4";"438";"921";"71";"-";"-";"-"
"269002";"269002";"34";"6";"2";"587";"537";"1";"0";"536";"89";"66";"48";"2";"21";"6";"1";"79";"208";"16";"-";"-";"-"
"269003";"269003";"34";"6";"2";"547";"508";"5";"1";"502";"94";"38";"51";"5";"32";"1";"0";"62";"215";"4";"-";"-";"-"
"269004";"269004";"34";"6";"2";"4224";"3681";"12";"5";"3664";"639";"232";"377";"38";"156";"21";"12";"591";"1545";"53";"-";"-";"-"
"269005";"269005";"34";"6";"2";"6595";"5672";"20";"16";"5636";"1070";"382";"607";"73";"248";"41";"6";"908";"2188";"113";"-";"-";"-"
"271001";"271001";"34";"6";"2";"3976";"3382";"20";"12";"3350";"740";"215";"283";"32";"154";"45";"7";"593";"1173";"108";"-";"-";"-"
"271002";"271002";"34";"6";"2";"3894";"3399";"12";"6";"3381";"663";"245";"299";"52";"167";"20";"2";"631";"1238";"64";"-";"-";"-"
"301001";"301001";"37";"7";"2";"515";"451";"5";"1";"445";"81";"47";"29";"3";"50";"4";"2";"64";"148";"17";"0";"-";"-"
