"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV2001 - Stemmeberettigede";"FV2001 - Afgivne stemmer";"FV2001 - Blanke stemmer";"FV2001 - Andre ugyldige stemmer";"FV2001 - Gyldige stemmer";"FV2001 - A. Socialdemokratiet";"FV2001 - B. Det Radikale Venstre";"FV2001 - C. Det Konservative Folkeparti";"FV2001 - D. Centrum-Demokraterne";"FV2001 - F. Socialistisk Folkeparti";"FV2001 - O. Dansk Folkeparti";"FV2001 - Q. Kristeligt Folkeparti";"FV2001 - V. Venstre, Danmarks Liberale Parti";"FV2001 - Z. Fremskridtspartiet";"FV2001 - Ø. Enhedslisten - De Rød-Grønne";"FV2001 - 1. Uden for partierne"
"201003";"201003";"31";"5";"2";"3104";"2817";"12";"9";"2796";"589";"183";"347";"75";"235";"218";"64";"1022";"13";"50";"-"
"201004";"201004";"31";"5";"2";"3404";"3101";"18";"1";"3082";"588";"172";"284";"69";"177";"353";"60";"1318";"10";"51";"-"
"201005";"201005";"31";"5";"2";"3353";"3180";"18";"8";"3154";"501";"225";"445";"79";"166";"245";"60";"1393";"7";"33";"-"
"201006";"201006";"31";"5";"2";"2113";"1901";"13";"2";"1886";"377";"168";"232";"55";"164";"114";"33";"705";"4";"34";"-"
"205001";"205001";"30";"5";"2";"3123";"2871";"12";"8";"2851";"540";"284";"343";"63";"183";"226";"54";"1100";"5";"53";"-"
"205002";"205002";"30";"5";"2";"4630";"4088";"12";"16";"4060";"799";"537";"452";"109";"290";"329";"72";"1326";"10";"136";"-"
"205003";"205003";"30";"5";"2";"3784";"3426";"22";"11";"3393";"777";"352";"357";"81";"270";"282";"76";"1103";"6";"89";"-"
"205004";"205004";"30";"5";"2";"2635";"2364";"7";"6";"2351";"400";"283";"277";"55";"215";"165";"38";"829";"5";"84";"-"
"205005";"205005";"30";"5";"2";"1441";"1309";"5";"2";"1302";"149";"131";"193";"43";"68";"86";"27";"569";"5";"31";"-"
"207001";"207001";"31";"5";"2";"4123";"3809";"17";"3";"3789";"654";"332";"351";"94";"325";"232";"59";"1618";"5";"119";"-"
"207002";"207002";"31";"5";"2";"4449";"4100";"20";"4";"4076";"788";"320";"347";"97";"383";"320";"71";"1618";"10";"122";"-"
"207003";"207003";"31";"5";"2";"4241";"3601";"28";"11";"3562";"946";"212";"186";"78";"394";"320";"55";"1202";"21";"148";"-"
"208001";"208001";"30";"5";"2";"4160";"3691";"28";"0";"3663";"834";"213";"360";"95";"223";"391";"80";"1380";"13";"74";"-"
"208002";"208002";"30";"5";"2";"3542";"3223";"12";"8";"3203";"565";"283";"419";"84";"178";"247";"79";"1306";"8";"34";"-"
"208003";"208003";"30";"5";"2";"3511";"3104";"19";"8";"3077";"702";"279";"330";"67";"208";"325";"54";"1030";"6";"76";"-"
"208004";"208004";"30";"5";"2";"3215";"2921";"20";"2";"2899";"754";"216";"292";"62";"252";"293";"44";"897";"14";"75";"-"
"209001";"209001";"32";"5";"2";"4711";"4042";"36";"13";"3993";"1322";"183";"308";"62";"262";"446";"60";"1249";"22";"79";"-"
"209002";"209002";"32";"5";"2";"2683";"2438";"20";"5";"2413";"671";"121";"202";"39";"151";"259";"48";"881";"9";"32";"-"
"209003";"209003";"32";"5";"2";"3635";"3283";"21";"4";"3258";"941";"156";"291";"76";"169";"347";"32";"1189";"14";"43";"-"
"209004";"209004";"32";"5";"2";"711";"650";"4";"1";"645";"157";"24";"60";"11";"23";"85";"7";"270";"1";"7";"-"
"209005";"209005";"32";"5";"2";"473";"440";"3";"1";"436";"85";"14";"31";"7";"18";"50";"10";"206";"2";"13";"-"
"209006";"209006";"32";"5";"2";"1301";"1189";"7";"2";"1180";"328";"72";"68";"30";"70";"168";"29";"393";"4";"18";"-"
"211001";"211001";"32";"5";"2";"2891";"2365";"22";"11";"2332";"939";"79";"142";"38";"144";"292";"63";"579";"15";"41";"-"
"211002";"211002";"32";"5";"2";"3995";"3375";"46";"7";"3322";"1221";"128";"215";"57";"184";"440";"61";"922";"27";"67";"-"
"211003";"211003";"32";"5";"2";"2797";"2443";"23";"5";"2415";"879";"107";"117";"36";"151";"335";"18";"710";"23";"39";"-"
"211004";"211004";"32";"5";"2";"3223";"2868";"17";"3";"2848";"816";"131";"188";"67";"158";"468";"66";"877";"15";"62";"-"
"211005";"211005";"32";"5";"2";"2136";"1860";"18";"4";"1838";"553";"63";"101";"35";"83";"313";"22";"616";"19";"33";"-"
"213001";"213001";"30";"5";"2";"3742";"3281";"21";"12";"3248";"732";"118";"159";"66";"181";"512";"61";"1329";"36";"54";"-"
"213002";"213002";"30";"5";"2";"2467";"2154";"11";"5";"2138";"481";"129";"135";"46";"148";"310";"58";"750";"14";"67";"-"
"213004";"213004";"30";"5";"2";"3500";"3104";"20";"6";"3078";"765";"130";"154";"52";"181";"388";"182";"1116";"24";"86";"-"
"213006";"213006";"30";"5";"2";"4682";"4135";"28";"18";"4089";"914";"192";"289";"82";"289";"523";"136";"1560";"26";"78";"-"
"213007";"213007";"30";"5";"2";"1255";"1107";"3";"4";"1100";"205";"58";"66";"26";"79";"147";"20";"454";"11";"34";"-"
"215001";"215001";"32";"5";"2";"5273";"4630";"24";"5";"4601";"1153";"190";"293";"90";"265";"524";"133";"1886";"18";"49";"-"
"215002";"215002";"32";"5";"2";"772";"703";"4";"0";"699";"155";"42";"45";"16";"47";"85";"21";"266";"6";"16";"-"
"215003";"215003";"32";"5";"2";"399";"376";"3";"0";"373";"70";"15";"28";"9";"28";"53";"15";"145";"1";"9";"-"
"215004";"215004";"32";"5";"2";"2053";"1878";"13";"3";"1862";"362";"107";"126";"56";"127";"232";"37";"770";"11";"34";"-"
"215005";"215005";"32";"5";"2";"1770";"1613";"10";"0";"1603";"309";"71";"151";"33";"102";"173";"18";"713";"5";"28";"-"
"215006";"215006";"32";"5";"2";"2326";"2044";"12";"1";"2031";"459";"113";"119";"55";"110";"361";"49";"708";"10";"47";"-"
"215007";"215007";"32";"5";"2";"1573";"1428";"9";"4";"1415";"324";"135";"105";"36";"137";"123";"33";"433";"8";"81";"-"
"217001";"217001";"29";"5";"2";"7458";"5919";"31";"21";"5867";"1711";"403";"636";"108";"562";"669";"82";"1481";"24";"191";"-"
"217002";"217002";"29";"5";"2";"9470";"7981";"76";"36";"7869";"3238";"316";"643";"98";"596";"1136";"102";"1488";"37";"215";"-"
"217003";"217003";"29";"5";"2";"5229";"4418";"22";"22";"4374";"1554";"207";"453";"77";"297";"649";"49";"969";"20";"99";"-"
"217004";"217004";"29";"5";"2";"4041";"3575";"15";"10";"3550";"852";"254";"463";"107";"217";"378";"58";"1122";"15";"84";"-"
"217005";"217005";"29";"5";"2";"3649";"3235";"18";"4";"3213";"781";"223";"389";"83";"200";"370";"37";"1068";"12";"50";"-"
"217006";"217006";"29";"5";"2";"957";"869";"4";"0";"865";"221";"51";"106";"19";"43";"112";"11";"285";"4";"13";"-"
"217007";"217007";"29";"5";"2";"1200";"1096";"12";"6";"1078";"211";"73";"115";"21";"51";"143";"24";"405";"8";"27";"-"
"217008";"217008";"29";"5";"2";"676";"600";"4";"3";"593";"158";"25";"55";"15";"41";"95";"25";"163";"2";"14";"-"
"217009";"217009";"29";"5";"2";"3502";"3052";"20";"11";"3021";"738";"220";"437";"71";"193";"292";"44";"927";"12";"87";"-"
"217010";"217010";"29";"5";"2";"3240";"2927";"6";"12";"2909";"582";"291";"424";"99";"187";"267";"37";"954";"9";"59";"-"
"217011";"217011";"29";"5";"2";"4880";"4448";"26";"10";"4412";"1093";"319";"682";"106";"286";"458";"66";"1307";"17";"78";"-"
"219001";"219001";"31";"5";"2";"4421";"3843";"36";"6";"3801";"990";"248";"339";"93";"287";"363";"112";"1266";"6";"97";"-"
"219002";"219002";"31";"5";"2";"4738";"4238";"17";"10";"4211";"1314";"267";"363";"91";"278";"396";"168";"1229";"9";"96";"-"
"219003";"219003";"31";"5";"2";"2037";"1798";"14";"4";"1780";"410";"156";"143";"54";"176";"132";"84";"550";"5";"70";"-"
"219004";"219004";"31";"5";"2";"611";"576";"2";"1";"573";"111";"37";"44";"14";"51";"50";"15";"238";"1";"12";"-"
"219005";"219005";"31";"5";"2";"1173";"1108";"7";"1";"1100";"244";"117";"98";"23";"133";"75";"29";"328";"1";"52";"-"
"219006";"219006";"31";"5";"2";"1696";"1556";"5";"1";"1550";"322";"66";"135";"48";"78";"195";"47";"635";"3";"21";"-"
"219007";"219007";"31";"5";"2";"419";"386";"1";"0";"385";"75";"10";"33";"9";"19";"36";"6";"184";"3";"10";"-"
"219008";"219008";"31";"5";"2";"2331";"2110";"8";"3";"2099";"563";"138";"146";"44";"147";"189";"103";"720";"6";"43";"-"
"219009";"219009";"31";"5";"2";"1381";"1241";"9";"4";"1228";"243";"132";"141";"37";"101";"104";"29";"404";"5";"32";"-"
"219010";"219010";"31";"5";"2";"820";"777";"3";"2";"772";"145";"73";"80";"26";"70";"50";"21";"280";"2";"25";"-"
"219011";"219011";"31";"5";"2";"3201";"2909";"18";"7";"2884";"807";"196";"247";"61";"216";"254";"141";"886";"8";"68";"-"
"219012";"219012";"31";"5";"2";"4112";"3507";"20";"8";"3479";"1130";"213";"263";"63";"240";"400";"87";"976";"10";"97";"-"
"221001";"221001";"32";"5";"2";"7324";"6384";"51";"13";"6320";"1992";"255";"333";"119";"511";"939";"89";"1865";"23";"194";"-"
"223001";"223001";"30";"5";"2";"4550";"4075";"12";"2";"4061";"551";"322";"749";"88";"131";"358";"60";"1751";"13";"38";"-"
"223002";"223002";"30";"5";"2";"5014";"4615";"13";"11";"4591";"786";"372";"738";"118";"165";"439";"66";"1866";"8";"33";"-"
"223003";"223003";"30";"5";"2";"3212";"3028";"6";"2";"3020";"175";"231";"656";"59";"47";"193";"44";"1583";"6";"26";"-"
"223004";"223004";"30";"5";"2";"371";"341";"1";"0";"340";"40";"20";"59";"7";"19";"40";"2";"145";"0";"8";"-"
"223005";"223005";"30";"5";"2";"4891";"4396";"23";"12";"4361";"570";"274";"828";"85";"132";"364";"80";"1978";"9";"41";"-"
"225001";"225001";"32";"5";"2";"1269";"1161";"13";"1";"1147";"319";"46";"54";"21";"78";"160";"21";"409";"3";"36";"-"
"225002";"225002";"32";"5";"2";"3391";"3000";"18";"12";"2970";"952";"142";"167";"60";"252";"319";"36";"955";"9";"78";"-"
"225003";"225003";"32";"5";"2";"1119";"992";"8";"3";"981";"282";"36";"39";"18";"76";"229";"15";"249";"9";"28";"-"
"225004";"225004";"32";"5";"2";"1385";"1206";"13";"4";"1189";"361";"48";"43";"25";"104";"178";"8";"373";"1";"48";"-"
"227003";"227003";"30";"5";"2";"853";"804";"3";"0";"801";"89";"47";"86";"10";"38";"93";"17";"407";"2";"12";"-"
"227004";"227004";"30";"5";"2";"2810";"2457";"16";"3";"2438";"591";"227";"237";"38";"194";"257";"49";"779";"15";"51";"-"
"227005";"227005";"30";"5";"2";"3262";"2897";"15";"1";"2881";"609";"228";"241";"68";"202";"311";"45";"1080";"17";"80";"-"
"227006";"227006";"30";"5";"2";"3448";"3098";"23";"8";"3067";"616";"171";"322";"55";"115";"442";"47";"1259";"10";"30";"-"
"227007";"227007";"30";"5";"2";"2849";"2559";"8";"5";"2546";"582";"154";"230";"51";"167";"306";"33";"970";"10";"43";"-"
"229001";"229001";"32";"5";"2";"2167";"1924";"20";"3";"1901";"475";"64";"168";"29";"88";"257";"35";"747";"10";"28";"-"
"229002";"229002";"32";"5";"2";"1250";"1129";"7";"1";"1121";"269";"47";"72";"27";"74";"172";"19";"419";"5";"17";"-"
"229003";"229003";"32";"5";"2";"1580";"1402";"13";"5";"1384";"356";"73";"87";"31";"107";"215";"22";"441";"10";"42";"-"
"231001";"231001";"32";"5";"2";"1369";"1229";"10";"3";"1216";"248";"61";"109";"21";"53";"156";"34";"503";"9";"22";"-"
"231002";"231002";"32";"5";"2";"1451";"1328";"18";"4";"1306";"362";"37";"149";"20";"53";"153";"23";"486";"7";"16";"-"
"231003";"231003";"32";"5";"2";"821";"746";"6";"3";"737";"179";"28";"78";"20";"43";"88";"7";"275";"4";"15";"-"
"231004";"231004";"32";"5";"2";"389";"352";"4";"1";"347";"33";"12";"54";"8";"15";"47";"3";"166";"4";"5";"-"
"233001";"233001";"31";"5";"2";"2400";"2175";"14";"4";"2157";"559";"96";"154";"47";"119";"265";"29";"839";"12";"37";"-"
"233002";"233002";"31";"5";"2";"2977";"2680";"14";"8";"2658";"590";"114";"205";"63";"138";"325";"35";"1147";"12";"29";"-"
"233003";"233003";"31";"5";"2";"914";"848";"6";"1";"841";"163";"28";"56";"20";"55";"100";"7";"397";"4";"11";"-"
"235001";"235001";"31";"5";"2";"2511";"2378";"11";"3";"2364";"471";"149";"246";"76";"171";"230";"36";"928";"11";"46";"-"
"235002";"235002";"31";"5";"2";"1196";"1126";"7";"0";"1119";"215";"62";"87";"43";"102";"141";"11";"396";"2";"60";"-"
"235003";"235003";"31";"5";"2";"4199";"3810";"39";"7";"3764";"923";"184";"324";"70";"145";"483";"59";"1522";"16";"38";"-"
"235004";"235004";"31";"5";"2";"446";"415";"2";"1";"412";"71";"27";"34";"12";"32";"49";"10";"175";"0";"2";"-"
"235005";"235005";"31";"5";"2";"1347";"1265";"6";"4";"1255";"273";"87";"187";"34";"85";"134";"16";"410";"7";"22";"-"
"237001";"237001";"31";"5";"2";"6024";"5529";"35";"10";"5484";"1428";"222";"453";"147";"235";"743";"66";"2097";"18";"75";"-"
"237002";"237002";"31";"5";"2";"4429";"4022";"34";"6";"3982";"1049";"136";"314";"81";"215";"575";"42";"1513";"11";"46";"-"
"251001";"251001";"35";"6";"2";"2547";"2317";"17";"8";"2292";"597";"82";"148";"58";"89";"296";"35";"933";"7";"47";"-"
"251002";"251002";"35";"6";"2";"1950";"1758";"13";"1";"1744";"473";"81";"108";"42";"89";"259";"17";"640";"10";"25";"-"
"251003";"251003";"35";"6";"2";"1326";"1227";"8";"7";"1212";"305";"49";"64";"19";"71";"193";"12";"470";"6";"23";"-"
"251004";"251004";"35";"6";"2";"1148";"1060";"7";"2";"1051";"274";"43";"81";"16";"33";"143";"17";"431";"0";"13";"-"
"253001";"253001";"34";"6";"2";"982";"863";"1";"0";"862";"214";"27";"84";"12";"36";"143";"10";"325";"2";"9";"-"
"253002";"253002";"34";"6";"2";"2592";"2430";"9";"9";"2412";"491";"101";"258";"53";"71";"367";"26";"1019";"11";"15";"-"
"253003";"253003";"34";"6";"2";"1964";"1808";"8";"0";"1800";"503";"65";"150";"32";"78";"262";"24";"661";"3";"22";"-"
"253004";"253004";"34";"6";"2";"3882";"3640";"17";"1";"3622";"830";"127";"366";"77";"107";"517";"46";"1518";"12";"22";"-"
"253005";"253005";"34";"6";"2";"4187";"3845";"13";"17";"3815";"870";"134";"421";"86";"134";"489";"76";"1557";"17";"31";"-"
"253006";"253006";"34";"6";"2";"1372";"1198";"7";"3";"1188";"284";"49";"115";"24";"56";"168";"31";"452";"4";"5";"-"
"253007";"253007";"34";"6";"2";"4019";"3669";"17";"20";"3632";"996";"120";"324";"72";"113";"561";"44";"1360";"9";"33";"-"
"253008";"253008";"34";"6";"2";"2546";"2350";"12";"2";"2336";"567";"75";"190";"49";"85";"383";"25";"943";"6";"13";"-"
"253009";"253009";"34";"6";"2";"3004";"2550";"15";"8";"2527";"770";"103";"156";"31";"141";"548";"27";"701";"16";"34";"-"
"253010";"253010";"34";"6";"2";"4287";"3486";"15";"28";"3443";"1080";"102";"234";"49";"210";"620";"46";"1006";"17";"79";"-"
"253011";"253011";"34";"6";"2";"5865";"5176";"30";"6";"5140";"1314";"169";"494";"83";"186";"726";"69";"2016";"12";"71";"-"
"255001";"255001";"33";"6";"2";"1963";"1810";"8";"2";"1800";"498";"76";"130";"37";"130";"201";"36";"633";"5";"54";"-"
"255002";"255002";"33";"6";"2";"440";"409";"2";"2";"405";"79";"25";"42";"6";"11";"58";"4";"175";"2";"3";"-"
"255003";"255003";"33";"6";"2";"6816";"6310";"27";"15";"6268";"1338";"308";"612";"148";"256";"948";"85";"2478";"26";"69";"-"
"255004";"255004";"33";"6";"2";"1871";"1764";"13";"2";"1749";"451";"65";"149";"33";"87";"239";"18";"675";"5";"27";"-"
"257001";"257001";"35";"6";"2";"2885";"2628";"18";"8";"2602";"811";"163";"151";"66";"206";"281";"43";"757";"9";"115";"-"
"257002";"257002";"35";"6";"2";"441";"407";"5";"0";"402";"101";"28";"30";"7";"34";"43";"17";"126";"1";"15";"-"
"257003";"257003";"35";"6";"2";"2176";"2005";"6";"6";"1993";"572";"84";"156";"24";"108";"285";"24";"698";"8";"34";"-"
"259001";"259001";"34";"6";"2";"3154";"2783";"27";"12";"2744";"868";"114";"252";"33";"137";"328";"46";"910";"9";"47";"-"
"259002";"259002";"34";"6";"2";"4499";"3895";"29";"24";"3842";"1424";"119";"296";"45";"216";"575";"36";"1039";"16";"76";"-"
"259003";"259003";"34";"6";"2";"644";"603";"5";"2";"596";"166";"17";"65";"17";"21";"78";"11";"208";"3";"10";"-"
"259004";"259004";"34";"6";"2";"1504";"1342";"7";"3";"1332";"347";"49";"109";"17";"56";"212";"19";"495";"12";"16";"-"
"259005";"259005";"34";"6";"2";"3270";"2855";"38";"1";"2816";"1032";"84";"200";"35";"147";"510";"23";"721";"12";"52";"-"
"259006";"259006";"34";"6";"2";"2904";"2599";"15";"4";"2580";"779";"70";"184";"36";"113";"447";"20";"883";"13";"35";"-"
"259007";"259007";"34";"6";"2";"4642";"3969";"34";"16";"3919";"1235";"177";"247";"73";"254";"532";"80";"1202";"18";"101";"-"
"259008";"259008";"34";"6";"2";"1008";"918";"5";"3";"910";"245";"31";"78";"20";"45";"132";"13";"317";"4";"25";"-"
"259009";"259009";"34";"6";"2";"3622";"3202";"11";"16";"3175";"1073";"105";"260";"49";"179";"435";"31";"960";"14";"69";"-"
"259010";"259010";"34";"6";"2";"3868";"3427";"14";"11";"3402";"1049";"157";"315";"48";"169";"416";"47";"1135";"11";"55";"-"
"261001";"261001";"35";"6";"2";"1575";"1485";"9";"4";"1472";"352";"73";"109";"33";"68";"175";"23";"622";"3";"14";"-"
"261002";"261002";"35";"6";"2";"395";"379";"3";"0";"376";"90";"20";"32";"4";"35";"32";"4";"149";"0";"10";"-"
"261003";"261003";"35";"6";"2";"1722";"1634";"9";"1";"1624";"352";"141";"132";"34";"112";"90";"39";"663";"3";"58";"-"
"261004";"261004";"35";"6";"2";"1863";"1710";"11";"2";"1697";"448";"92";"123";"15";"54";"162";"51";"710";"6";"36";"-"
"261005";"261005";"35";"6";"2";"868";"783";"2";"1";"780";"200";"41";"50";"6";"55";"76";"10";"320";"4";"18";"-"
"263001";"263001";"35";"6";"2";"1623";"1484";"4";"2";"1478";"411";"68";"125";"28";"68";"150";"19";"577";"7";"25";"-"
"263002";"263002";"35";"6";"2";"2779";"2576";"18";"1";"2557";"819";"145";"189";"38";"97";"281";"41";"915";"3";"29";"-"
"263003";"263003";"35";"6";"2";"848";"791";"6";"1";"784";"207";"27";"60";"18";"43";"109";"13";"300";"0";"7";"-"
"263004";"263004";"35";"6";"2";"283";"274";"0";"0";"274";"72";"12";"11";"5";"19";"31";"1";"121";"1";"1";"-"
"263005";"263005";"35";"6";"2";"1187";"1107";"8";"2";"1097";"304";"46";"61";"22";"55";"111";"23";"443";"6";"26";"-"
"265001";"265001";"33";"6";"2";"4432";"3884";"18";"14";"3852";"1079";"263";"358";"70";"404";"316";"87";"1065";"16";"194";"-"
"265002";"265002";"33";"6";"2";"4724";"4221";"21";"12";"4188";"1085";"297";"513";"90";"303";"346";"88";"1335";"9";"122";"-"
"265003";"265003";"33";"6";"2";"6184";"5403";"39";"12";"5352";"1814";"352";"345";"71";"612";"533";"87";"1266";"21";"251";"-"
"265004";"265004";"33";"6";"2";"3726";"3251";"25";"8";"3218";"1105";"197";"204";"62";"331";"341";"59";"782";"11";"126";"-"
"265005";"265005";"33";"6";"2";"5048";"4361";"27";"22";"4312";"1350";"222";"298";"70";"390";"574";"83";"1210";"20";"95";"-"
"265006";"265006";"33";"6";"2";"5940";"5472";"23";"6";"5443";"1190";"418";"632";"119";"420";"381";"103";"1957";"13";"210";"-"
"265007";"265007";"33";"6";"2";"3201";"2974";"11";"7";"2956";"914";"172";"251";"55";"169";"233";"56";"1059";"5";"42";"-"
"265008";"265008";"33";"6";"2";"1684";"1592";"5";"2";"1585";"437";"85";"158";"34";"97";"180";"27";"531";"0";"36";"-"
"265009";"265009";"33";"6";"2";"922";"844";"9";"3";"832";"214";"44";"73";"11";"55";"108";"13";"295";"5";"14";"-"
"265010";"265010";"33";"6";"2";"4303";"3539";"33";"11";"3495";"1304";"156";"182";"53";"368";"516";"56";"740";"11";"109";"-"
"267001";"267001";"35";"6";"2";"3460";"3083";"36";"8";"3039";"772";"131";"295";"59";"197";"414";"88";"1010";"14";"59";"-"
"267002";"267002";"35";"6";"2";"2311";"2149";"10";"3";"2136";"551";"100";"196";"45";"110";"286";"38";"784";"4";"22";"-"
"267003";"267003";"35";"6";"2";"974";"891";"8";"1";"882";"205";"36";"63";"14";"29";"150";"24";"344";"8";"9";"-"
"267004";"267004";"35";"6";"2";"2197";"2002";"12";"6";"1984";"500";"64";"165";"38";"71";"330";"39";"755";"8";"14";"-"
"267005";"267005";"35";"6";"2";"1238";"1160";"7";"0";"1153";"312";"46";"114";"19";"37";"153";"20";"436";"5";"11";"-"
"269001";"269001";"34";"6";"2";"3049";"2723";"14";"8";"2701";"737";"92";"248";"48";"151";"348";"26";"999";"17";"35";"-"
"269002";"269002";"34";"6";"2";"617";"581";"4";"0";"577";"109";"36";"52";"14";"40";"59";"7";"251";"2";"7";"-"
"269003";"269003";"34";"6";"2";"544";"512";"0";"0";"512";"121";"29";"48";"9";"32";"60";"3";"207";"3";"0";"-"
"269004";"269004";"34";"6";"2";"4113";"3728";"22";"11";"3695";"864";"124";"372";"58";"181";"501";"31";"1524";"7";"33";"-"
"269005";"269005";"34";"6";"2";"6489";"5907";"22";"11";"5874";"1365";"221";"595";"134";"307";"827";"69";"2285";"19";"52";"-"
"271001";"271001";"34";"6";"2";"1651";"1485";"7";"3";"1475";"370";"48";"98";"19";"81";"267";"17";"537";"11";"27";"-"
"271002";"271002";"34";"6";"2";"2158";"2006";"9";"6";"1991";"442";"68";"213";"36";"62";"271";"22";"849";"10";"18";"-"
"271003";"271003";"34";"6";"2";"2105";"1912";"7";"11";"1894";"575";"50";"151";"24";"73";"284";"23";"679";"13";"22";"-"
"271004";"271004";"34";"6";"2";"223";"203";"0";"1";"202";"60";"6";"15";"8";"8";"27";"3";"66";"1";"8";"-"
"271005";"271005";"34";"6";"2";"674";"622";"3";"0";"619";"102";"21";"45";"14";"38";"116";"14";"253";"1";"15";"-"
"271006";"271006";"34";"6";"2";"921";"842";"6";"3";"833";"213";"28";"84";"21";"33";"120";"11";"309";"4";"10";"-"
"271007";"271007";"34";"6";"2";"166";"150";"3";"1";"146";"25";"4";"8";"1";"11";"24";"2";"62";"3";"6";"-"
"301001";"301001";"37";"7";"2";"523";"461";"3";"1";"457";"119";"19";"40";"5";"46";"59";"19";"135";"2";"13";"0"
"301002";"301002";"37";"7";"2";"2005";"1679";"9";"4";"1666";"505";"47";"149";"20";"112";"279";"20";"475";"10";"46";"3"
"301003";"301003";"37";"7";"2";"339";"312";"1";"0";"311";"75";"9";"13";"3";"19";"51";"24";"109";"1";"6";"1"
"301004";"301004";"37";"7";"2";"643";"550";"3";"1";"546";"156";"13";"45";"7";"32";"101";"10";"160";"8";"13";"1"
"301005";"301005";"37";"7";"2";"1575";"1351";"13";"6";"1332";"508";"37";"74";"14";"87";"220";"20";"348";"7";"15";"2"
"301006";"301006";"37";"7";"2";"890";"743";"6";"2";"735";"207";"17";"44";"11";"78";"126";"6";"213";"6";"27";"0"
"303001";"303001";"39";"7";"2";"3499";"2974";"21";"17";"2936";"787";"107";"331";"54";"162";"395";"158";"884";"15";"41";"2"
"303002";"303002";"39";"7";"2";"1366";"1158";"13";"7";"1138";"360";"32";"133";"15";"61";"174";"22";"296";"19";"19";"7"
"303003";"303003";"39";"7";"2";"573";"489";"5";"1";"483";"124";"18";"55";"9";"19";"84";"12";"142";"7";"13";"0"
"305001";"305001";"37";"7";"2";"2813";"2486";"24";"9";"2453";"661";"112";"325";"43";"158";"308";"27";"760";"13";"43";"3"
"305002";"305002";"37";"7";"2";"3005";"2635";"30";"3";"2602";"795";"99";"225";"46";"197";"350";"64";"768";"12";"43";"3"
"305003";"305003";"37";"7";"2";"1934";"1690";"12";"3";"1675";"477";"54";"145";"28";"137";"263";"14";"504";"12";"38";"3"
"305004";"305004";"37";"7";"2";"2508";"2161";"26";"4";"2131";"540";"85";"203";"39";"210";"252";"48";"698";"23";"28";"5"
"307001";"307001";"40";"7";"2";"3216";"2804";"36";"5";"2763";"750";"139";"315";"52";"176";"312";"67";"870";"17";"57";"8"
"307003";"307003";"40";"7";"2";"1582";"1367";"24";"4";"1339";"368";"47";"127";"25";"79";"173";"20";"458";"10";"23";"9"
"309001";"309001";"38";"7";"2";"2233";"1926";"27";"7";"1892";"604";"46";"158";"17";"89";"298";"19";"620";"12";"21";"8"
