"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV1994 - Stemmeberettigede";"FV1994 - Afgivne stemmer";"FV1994 - Blanke stemmer";"FV1994 - Andre ugyldige stemmer";"FV1994 - Gyldige stemmer";"FV1994 - A. Socialdemokratiet";"FV1994 - B. Det Radikale Venstre";"FV1994 - C. Det Konservative Folkeparti";"FV1994 - D. Centrum-Demokraterne";"FV1994 - F. Socialistisk Folkeparti";"FV1994 - Q. Kristeligt Folkeparti";"FV1994 - V. Venstre, Danmarks Liberale Parti";"FV1994 - Z. Fremskridtspartiet";"FV1994 - Ø. Enhedslisten - De Rød-Grønne";"FV1994 - 1. Uden for partierne";"FV1994 - 2. Uden for partierne";"FV1994 - 3. Uden for partierne";"FV1994 - 4. Uden for partierne";"FV1994 - 5. Uden for partierne"
"181009";"181009";"21";"4";"2";"3677";"3333";"21";"7";"3305";"382";"208";"1155";"117";"143";"20";"1059";"116";"55";"0";"14";"3";"33";"0"
"183001";"183001";"23";"4";"2";"1017";"908";"10";"2";"896";"295";"49";"160";"31";"53";"9";"199";"50";"29";"0";"11";"2";"8";"0"
"183002";"183002";"23";"4";"2";"2943";"2482";"25";"6";"2451";"985";"82";"373";"98";"208";"14";"365";"197";"92";"0";"19";"12";"5";"1"
"183003";"183003";"23";"4";"2";"3440";"2822";"32";"12";"2778";"1159";"88";"448";"103";"220";"21";"433";"172";"97";"1";"21";"12";"3";"0"
"183004";"183004";"23";"4";"2";"2409";"1660";"15";"5";"1640";"825";"27";"128";"35";"200";"12";"176";"118";"74";"1";"35";"5";"4";"0"
"183005";"183005";"23";"4";"2";"3877";"3288";"33";"10";"3245";"1268";"91";"583";"115";"188";"44";"563";"256";"90";"1";"25";"6";"14";"1"
"185001";"185001";"27";"4";"2";"4201";"3553";"19";"10";"3524";"1512";"89";"477";"143";"236";"27";"551";"316";"99";"3";"19";"44";"8";"0"
"185002";"185002";"27";"4";"2";"5127";"4475";"37";"9";"4429";"1845";"150";"682";"185";"283";"36";"669";"347";"153";"0";"31";"33";"15";"0"
"185003";"185003";"27";"4";"2";"4992";"4105";"28";"12";"4065";"1946";"144";"524";"115";"340";"39";"468";"297";"123";"0";"18";"39";"12";"0"
"185004";"185004";"27";"4";"2";"3830";"3248";"20";"14";"3214";"1400";"109";"483";"80";"297";"32";"462";"190";"107";"0";"20";"19";"15";"0"
"185005";"185005";"27";"4";"2";"3627";"3103";"21";"7";"3075";"1193";"71";"496";"106";"267";"35";"523";"234";"112";"0";"14";"17";"7";"0"
"185006";"185006";"27";"4";"2";"9080";"7629";"50";"16";"7563";"3637";"243";"1031";"199";"612";"58";"899";"480";"288";"1";"39";"59";"17";"0"
"187001";"187001";"23";"4";"2";"2384";"2017";"11";"3";"2003";"617";"71";"590";"64";"97";"16";"335";"143";"49";"0";"9";"6";"6";"0"
"187002";"187002";"23";"4";"2";"3247";"2908";"29";"8";"2871";"872";"111";"896";"130";"158";"20";"422";"174";"61";"0";"10";"4";"13";"0"
"187003";"187003";"23";"4";"2";"3529";"3236";"15";"5";"3216";"902";"158";"1057";"139";"221";"33";"464";"151";"65";"1";"8";"1";"16";"0"
"189001";"189001";"22";"4";"2";"8438";"7623";"45";"16";"7562";"1746";"571";"2022";"369";"608";"69";"1551";"319";"230";"2";"17";"13";"45";"0"
"189002";"189002";"22";"4";"2";"2582";"2379";"15";"0";"2364";"448";"223";"588";"130";"226";"20";"510";"69";"117";"1";"4";"5";"22";"1"
"189003";"189003";"22";"4";"2";"1139";"1049";"5";"1";"1043";"204";"100";"245";"57";"92";"22";"257";"34";"18";"0";"6";"0";"8";"0"
"189004";"189004";"22";"4";"2";"919";"838";"7";"1";"830";"183";"75";"179";"55";"129";"4";"151";"21";"25";"0";"0";"0";"8";"0"
"201001";"201001";"31";"5";"2";"2072";"1884";"16";"9";"1859";"296";"119";"548";"81";"109";"30";"552";"82";"41";"1";"-";"-";"-";"-"
"201002";"201002";"31";"5";"2";"2516";"2217";"14";"3";"2200";"626";"132";"456";"66";"238";"17";"486";"97";"80";"2";"-";"-";"-";"-"
"201003";"201003";"31";"5";"2";"2693";"2451";"20";"10";"2421";"605";"173";"566";"105";"217";"49";"552";"85";"68";"1";"-";"-";"-";"-"
"201004";"201004";"31";"5";"2";"3300";"2819";"29";"6";"2784";"616";"133";"557";"107";"184";"30";"921";"157";"76";"3";"-";"-";"-";"-"
"201005";"201005";"31";"5";"2";"3417";"3158";"22";"6";"3130";"600";"199";"915";"163";"179";"39";"878";"104";"52";"1";"-";"-";"-";"-"
"201006";"201006";"31";"5";"2";"2201";"1964";"12";"5";"1947";"419";"133";"479";"87";"169";"30";"517";"71";"41";"1";"-";"-";"-";"-"
"205001";"205001";"30";"5";"2";"3220";"2898";"17";"5";"2876";"622";"200";"873";"108";"195";"28";"644";"124";"79";"3";"-";"-";"-";"-"
"205002";"205002";"30";"5";"2";"4678";"3939";"25";"16";"3898";"861";"286";"1076";"161";"373";"54";"781";"159";"145";"2";"-";"-";"-";"-"
"205003";"205003";"30";"5";"2";"3844";"3412";"25";"7";"3380";"918";"247";"874";"123";"312";"41";"636";"135";"93";"1";"-";"-";"-";"-"
"205004";"205004";"30";"5";"2";"2710";"2431";"24";"5";"2402";"436";"193";"678";"96";"230";"32";"525";"88";"124";"0";"-";"-";"-";"-"
"205005";"205005";"30";"5";"2";"1271";"1135";"5";"3";"1127";"155";"79";"362";"45";"75";"21";"323";"38";"29";"0";"-";"-";"-";"-"
"207001";"207001";"31";"5";"2";"4095";"3752";"18";"11";"3723";"735";"261";"919";"145";"424";"24";"971";"118";"125";"1";"-";"-";"-";"-"
"207002";"207002";"31";"5";"2";"4312";"3901";"28";"6";"3867";"747";"248";"896";"188";"387";"34";"1047";"135";"182";"3";"-";"-";"-";"-"
"207003";"207003";"31";"5";"2";"4307";"3558";"41";"16";"3501";"999";"184";"559";"126";"447";"45";"731";"170";"236";"4";"-";"-";"-";"-"
"208001";"208001";"30";"5";"2";"4018";"3426";"25";"6";"3395";"1006";"152";"771";"118";"211";"48";"837";"145";"105";"2";"-";"-";"-";"-"
"208002";"208002";"30";"5";"2";"3419";"2993";"15";"7";"2971";"592";"168";"866";"135";"202";"37";"785";"122";"64";"0";"-";"-";"-";"-"
"208003";"208003";"30";"5";"2";"3613";"3147";"28";"8";"3111";"781";"195";"878";"77";"252";"33";"611";"160";"119";"5";"-";"-";"-";"-"
"208004";"208004";"30";"5";"2";"3303";"2870";"19";"2";"2849";"822";"158";"683";"78";"305";"16";"555";"131";"99";"2";"-";"-";"-";"-"
"209001";"209001";"32";"5";"2";"4509";"3696";"34";"12";"3650";"1462";"110";"712";"100";"265";"46";"662";"192";"101";"0";"-";"-";"-";"-"
"209002";"209002";"32";"5";"2";"2716";"2316";"16";"4";"2296";"715";"99";"510";"96";"179";"38";"461";"136";"59";"3";"-";"-";"-";"-"
"209003";"209003";"32";"5";"2";"3735";"3277";"38";"6";"3233";"1079";"152";"696";"139";"205";"29";"698";"171";"63";"1";"-";"-";"-";"-"
"209004";"209004";"32";"5";"2";"737";"647";"4";"1";"642";"181";"22";"115";"31";"25";"8";"199";"45";"16";"0";"-";"-";"-";"-"
"209005";"209005";"32";"5";"2";"507";"457";"6";"1";"450";"113";"18";"80";"16";"32";"3";"146";"27";"15";"0";"-";"-";"-";"-"
"209006";"209006";"32";"5";"2";"942";"794";"14";"1";"779";"271";"31";"126";"24";"81";"19";"135";"59";"32";"1";"-";"-";"-";"-"
"211001";"211001";"32";"5";"2";"2674";"2177";"20";"9";"2148";"980";"58";"313";"61";"154";"41";"322";"164";"53";"2";"-";"-";"-";"-"
"211002";"211002";"32";"5";"2";"3974";"3286";"28";"9";"3249";"1369";"109";"483";"121";"268";"46";"522";"241";"87";"3";"-";"-";"-";"-"
"211003";"211003";"32";"5";"2";"2686";"2210";"13";"4";"2193";"943";"68";"336";"68";"177";"20";"356";"163";"60";"2";"-";"-";"-";"-"
"211004";"211004";"32";"5";"2";"2843";"2378";"14";"5";"2359";"806";"86";"429";"80";"184";"40";"446";"212";"75";"1";"-";"-";"-";"-"
"211005";"211005";"32";"5";"2";"1912";"1576";"14";"11";"1551";"569";"46";"243";"50";"100";"13";"343";"142";"44";"1";"-";"-";"-";"-"
"213001";"213001";"30";"5";"2";"3328";"2712";"15";"7";"2690";"812";"82";"460";"96";"196";"46";"698";"210";"85";"5";"-";"-";"-";"-"
"213002";"213002";"30";"5";"2";"2333";"1891";"10";"4";"1877";"585";"89";"323";"59";"139";"30";"434";"134";"82";"2";"-";"-";"-";"-"
"213004";"213004";"30";"5";"2";"3401";"2838";"15";"9";"2814";"934";"107";"427";"90";"172";"157";"680";"159";"83";"5";"-";"-";"-";"-"
"213006";"213006";"30";"5";"2";"4380";"3643";"32";"8";"3603";"1042";"155";"715";"118";"291";"109";"845";"207";"113";"8";"-";"-";"-";"-"
"213007";"213007";"30";"5";"2";"1122";"941";"6";"3";"932";"222";"38";"174";"32";"90";"12";"249";"77";"37";"1";"-";"-";"-";"-"
"215001";"215001";"32";"5";"2";"5330";"4511";"43";"8";"4460";"1285";"171";"803";"191";"266";"96";"1323";"225";"99";"1";"-";"-";"-";"-"
"215002";"215002";"32";"5";"2";"782";"702";"2";"0";"700";"194";"30";"105";"34";"54";"11";"211";"51";"10";"0";"-";"-";"-";"-"
"215003";"215003";"32";"5";"2";"417";"360";"3";"0";"357";"81";"10";"62";"10";"25";"15";"119";"25";"10";"0";"-";"-";"-";"-"
"215004";"215004";"32";"5";"2";"2092";"1824";"21";"2";"1801";"394";"87";"317";"79";"121";"25";"602";"118";"56";"2";"-";"-";"-";"-"
"215005";"215005";"32";"5";"2";"1798";"1595";"9";"2";"1584";"359";"49";"324";"58";"87";"6";"572";"102";"27";"0";"-";"-";"-";"-"
"215006";"215006";"32";"5";"2";"2167";"1825";"14";"1";"1810";"542";"91";"261";"89";"131";"42";"464";"125";"65";"0";"-";"-";"-";"-"
"215007";"215007";"32";"5";"2";"1441";"1262";"6";"2";"1254";"336";"84";"223";"55";"119";"16";"287";"70";"64";"0";"-";"-";"-";"-"
"217001";"217001";"29";"5";"2";"7305";"5764";"37";"11";"5716";"1984";"249";"1186";"171";"598";"64";"880";"308";"272";"4";"-";"-";"-";"-"
"217002";"217002";"29";"5";"2";"9395";"7747";"47";"28";"7672";"3725";"214";"1163";"172";"737";"69";"787";"460";"336";"9";"-";"-";"-";"-"
"217003";"217003";"29";"5";"2";"5008";"3986";"23";"8";"3955";"1539";"136";"838";"85";"364";"51";"504";"259";"179";"0";"-";"-";"-";"-"
"217004";"217004";"29";"5";"2";"3794";"3202";"14";"8";"3180";"938";"187";"847";"112";"249";"31";"573";"148";"94";"1";"-";"-";"-";"-"
"217005";"217005";"29";"5";"2";"3512";"2965";"22";"5";"2938";"788";"139";"753";"108";"255";"23";"604";"159";"99";"10";"-";"-";"-";"-"
"217006";"217006";"29";"5";"2";"944";"824";"6";"1";"817";"229";"54";"178";"26";"64";"7";"177";"53";"28";"1";"-";"-";"-";"-"
"217007";"217007";"29";"5";"2";"1156";"994";"7";"4";"983";"247";"39";"235";"31";"57";"13";"257";"67";"37";"0";"-";"-";"-";"-"
"217008";"217008";"29";"5";"2";"629";"541";"5";"0";"536";"202";"19";"94";"14";"28";"32";"75";"46";"22";"4";"-";"-";"-";"-"
"217009";"217009";"29";"5";"2";"3387";"2831";"11";"7";"2813";"831";"139";"832";"96";"217";"21";"455";"128";"93";"1";"-";"-";"-";"-"
"217010";"217010";"29";"5";"2";"3257";"2786";"8";"3";"2775";"671";"166";"924";"93";"209";"27";"484";"119";"81";"1";"-";"-";"-";"-"
"217011";"217011";"29";"5";"2";"4577";"4008";"22";"3";"3983";"1108";"214";"1325";"142";"309";"47";"562";"160";"115";"1";"-";"-";"-";"-"
"219001";"219001";"31";"5";"2";"4342";"3703";"27";"6";"3670";"1005";"175";"705";"133";"383";"85";"897";"140";"146";"1";"-";"-";"-";"-"
"219002";"219002";"31";"5";"2";"4675";"4051";"19";"10";"4022";"1242";"199";"819";"147";"291";"152";"856";"180";"134";"2";"-";"-";"-";"-"
"219003";"219003";"31";"5";"2";"2150";"1822";"9";"5";"1808";"436";"99";"373";"72";"193";"74";"403";"67";"91";"0";"-";"-";"-";"-"
"219004";"219004";"31";"5";"2";"537";"474";"2";"0";"472";"118";"27";"86";"11";"35";"4";"162";"13";"15";"1";"-";"-";"-";"-"
"219005";"219005";"31";"5";"2";"1154";"1057";"10";"2";"1045";"215";"69";"198";"42";"120";"18";"270";"42";"70";"1";"-";"-";"-";"-"
"219006";"219006";"31";"5";"2";"1750";"1553";"11";"4";"1538";"429";"74";"253";"77";"96";"37";"418";"103";"50";"1";"-";"-";"-";"-"
"219007";"219007";"31";"5";"2";"431";"391";"1";"0";"390";"87";"19";"64";"7";"18";"6";"146";"28";"15";"0";"-";"-";"-";"-"
"219008";"219008";"31";"5";"2";"2074";"1805";"11";"4";"1790";"458";"98";"343";"74";"164";"63";"464";"82";"43";"1";"-";"-";"-";"-"
"219009";"219009";"31";"5";"2";"1400";"1242";"8";"3";"1231";"259";"97";"325";"45";"105";"12";"293";"52";"42";"1";"-";"-";"-";"-"
"219010";"219010";"31";"5";"2";"836";"780";"5";"5";"770";"159";"67";"169";"16";"71";"5";"219";"24";"39";"1";"-";"-";"-";"-"
"219011";"219011";"31";"5";"2";"3103";"2702";"14";"1";"2687";"813";"148";"506";"94";"227";"101";"620";"95";"83";"0";"-";"-";"-";"-"
"219012";"219012";"31";"5";"2";"3676";"2982";"20";"13";"2949";"1024";"135";"525";"114";"264";"58";"558";"152";"116";"3";"-";"-";"-";"-"
"221001";"221001";"32";"5";"2";"7054";"5811";"34";"22";"5755";"2178";"173";"876";"148";"532";"77";"1065";"457";"245";"4";"-";"-";"-";"-"
"223001";"223001";"30";"5";"2";"4395";"3856";"18";"12";"3826";"599";"212";"1625";"110";"143";"18";"910";"148";"59";"2";"-";"-";"-";"-"
"223002";"223002";"30";"5";"2";"5171";"4598";"18";"10";"4570";"986";"295";"1646";"163";"187";"28";"1018";"170";"73";"4";"-";"-";"-";"-"
"223003";"223003";"30";"5";"2";"3384";"3109";"15";"2";"3092";"218";"160";"1504";"73";"74";"19";"896";"105";"43";"0";"-";"-";"-";"-"
"223004";"223004";"30";"5";"2";"393";"349";"0";"0";"349";"50";"14";"127";"14";"16";"2";"100";"20";"6";"0";"-";"-";"-";"-"
"223005";"223005";"30";"5";"2";"5189";"4545";"25";"10";"4510";"615";"201";"1999";"142";"158";"36";"1152";"156";"47";"4";"-";"-";"-";"-"
"225001";"225001";"32";"5";"2";"1198";"1026";"9";"1";"1016";"346";"32";"146";"38";"84";"8";"260";"66";"35";"1";"-";"-";"-";"-"
"225002";"225002";"32";"5";"2";"3240";"2791";"28";"11";"2752";"1122";"118";"438";"79";"241";"24";"496";"108";"123";"3";"-";"-";"-";"-"
"225003";"225003";"32";"5";"2";"1025";"887";"7";"1";"879";"349";"30";"115";"27";"80";"4";"129";"105";"38";"2";"-";"-";"-";"-"
"225004";"225004";"32";"5";"2";"1378";"1150";"10";"4";"1136";"397";"48";"135";"32";"138";"10";"233";"80";"62";"1";"-";"-";"-";"-"
"227003";"227003";"30";"5";"2";"822";"735";"11";"0";"724";"104";"34";"186";"34";"39";"5";"242";"63";"17";"0";"-";"-";"-";"-"
"227004";"227004";"30";"5";"2";"2571";"2122";"10";"9";"2103";"584";"151";"491";"65";"223";"18";"405";"87";"75";"4";"-";"-";"-";"-"
"227005";"227005";"30";"5";"2";"3316";"2810";"20";"11";"2779";"741";"174";"676";"124";"245";"25";"601";"117";"76";"0";"-";"-";"-";"-"
"227006";"227006";"30";"5";"2";"3523";"3058";"16";"6";"3036";"762";"113";"834";"144";"178";"19";"788";"148";"48";"2";"-";"-";"-";"-"
"227007";"227007";"30";"5";"2";"2848";"2504";"14";"5";"2485";"716";"113";"564";"76";"221";"35";"533";"144";"83";"0";"-";"-";"-";"-"
"229001";"229001";"32";"5";"2";"2121";"1780";"13";"6";"1761";"566";"57";"329";"60";"102";"21";"474";"115";"36";"1";"-";"-";"-";"-"
"229002";"229002";"32";"5";"2";"1072";"928";"7";"1";"920";"246";"47";"160";"22";"70";"10";"255";"68";"42";"0";"-";"-";"-";"-"
"229003";"229003";"32";"5";"2";"1480";"1270";"19";"5";"1246";"408";"46";"169";"46";"131";"18";"276";"87";"65";"0";"-";"-";"-";"-"
"231001";"231001";"32";"5";"2";"1376";"1185";"13";"1";"1171";"323";"47";"235";"50";"59";"12";"323";"80";"40";"2";"-";"-";"-";"-"
"231002";"231002";"32";"5";"2";"1414";"1249";"9";"3";"1237";"388";"33";"296";"35";"69";"13";"289";"88";"25";"1";"-";"-";"-";"-"
"231003";"231003";"32";"5";"2";"826";"715";"7";"1";"707";"203";"26";"149";"34";"46";"6";"184";"47";"12";"0";"-";"-";"-";"-"
"231004";"231004";"32";"5";"2";"356";"313";"1";"2";"310";"48";"7";"84";"7";"17";"3";"109";"28";"7";"0";"-";"-";"-";"-"
"233001";"233001";"31";"5";"2";"2180";"1873";"22";"4";"1847";"549";"69";"321";"97";"121";"14";"498";"128";"48";"2";"-";"-";"-";"-"
"233002";"233002";"31";"5";"2";"2951";"2564";"30";"13";"2521";"728";"89";"463";"97";"131";"18";"759";"168";"68";"0";"-";"-";"-";"-"
"233003";"233003";"31";"5";"2";"880";"813";"1";"1";"811";"163";"34";"139";"38";"63";"6";"307";"40";"21";"0";"-";"-";"-";"-"
"235001";"235001";"31";"5";"2";"2489";"2269";"26";"3";"2240";"542";"109";"492";"117";"174";"19";"616";"115";"55";"1";"-";"-";"-";"-"
"235002";"235002";"31";"5";"2";"1155";"1027";"5";"0";"1022";"225";"44";"182";"64";"110";"12";"235";"75";"73";"2";"-";"-";"-";"-"
"235003";"235003";"31";"5";"2";"4227";"3716";"35";"7";"3674";"1089";"151";"774";"165";"220";"36";"967";"200";"70";"2";"-";"-";"-";"-"
"235004";"235004";"31";"5";"2";"447";"386";"2";"0";"384";"87";"23";"54";"10";"32";"1";"141";"19";"17";"0";"-";"-";"-";"-"
"235005";"235005";"31";"5";"2";"1353";"1210";"9";"5";"1196";"325";"54";"248";"60";"108";"10";"287";"63";"41";"0";"-";"-";"-";"-"
"237001";"237001";"31";"5";"2";"5780";"5089";"43";"16";"5030";"1657";"187";"1001";"255";"281";"40";"1172";"288";"149";"0";"-";"-";"-";"-"
"237002";"237002";"31";"5";"2";"4194";"3632";"31";"4";"3597";"1189";"135";"691";"149";"281";"17";"835";"208";"90";"2";"-";"-";"-";"-"
"251001";"251001";"35";"6";"2";"2319";"2011";"24";"5";"1982";"632";"110";"262";"108";"124";"21";"554";"110";"58";"3";"-";"-";"-";"-"
"251002";"251002";"35";"6";"2";"1851";"1624";"16";"4";"1604";"538";"99";"213";"89";"96";"10";"381";"125";"52";"1";"-";"-";"-";"-"
"251003";"251003";"35";"6";"2";"1220";"1085";"12";"6";"1067";"288";"51";"144";"48";"82";"9";"308";"99";"37";"1";"-";"-";"-";"-"
"251004";"251004";"35";"6";"2";"1137";"1015";"8";"0";"1007";"343";"50";"132";"48";"50";"17";"287";"59";"18";"3";"-";"-";"-";"-"
"253001";"253001";"34";"6";"2";"981";"815";"3";"4";"808";"250";"34";"133";"35";"53";"5";"199";"79";"20";"0";"-";"-";"-";"-"
"253002";"253002";"34";"6";"2";"2734";"2488";"10";"4";"2474";"615";"112";"546";"113";"84";"10";"798";"163";"33";"0";"-";"-";"-";"-"
"253003";"253003";"34";"6";"2";"2028";"1774";"8";"4";"1762";"548";"65";"318";"75";"116";"15";"426";"146";"50";"3";"-";"-";"-";"-"
"253004";"253004";"34";"6";"2";"4083";"3686";"30";"5";"3651";"1036";"148";"759";"193";"151";"21";"1063";"223";"51";"6";"-";"-";"-";"-"
"253005";"253005";"34";"6";"2";"4232";"3781";"26";"12";"3743";"975";"177";"776";"173";"188";"79";"1066";"248";"59";"2";"-";"-";"-";"-"
"253006";"253006";"34";"6";"2";"1416";"1188";"8";"4";"1176";"328";"66";"188";"63";"69";"27";"331";"75";"29";"0";"-";"-";"-";"-"
"253007";"253007";"34";"6";"2";"3956";"3432";"32";"3";"3397";"1129";"117";"540";"207";"191";"41";"887";"209";"76";"0";"-";"-";"-";"-"
"253008";"253008";"34";"6";"2";"2388";"2166";"15";"2";"2149";"649";"93";"401";"100";"91";"14";"599";"175";"27";"0";"-";"-";"-";"-"
"253009";"253009";"34";"6";"2";"2933";"2377";"11";"8";"2358";"891";"83";"372";"63";"176";"25";"467";"219";"62";"0";"-";"-";"-";"-"
"253010";"253010";"34";"6";"2";"3918";"3064";"28";"9";"3027";"1098";"87";"457";"114";"259";"28";"642";"230";"111";"1";"-";"-";"-";"-"
"253011";"253011";"34";"6";"2";"5716";"4888";"35";"9";"4844";"1404";"195";"910";"205";"298";"47";"1349";"322";"112";"2";"-";"-";"-";"-"
"255001";"255001";"33";"6";"2";"1953";"1729";"22";"6";"1701";"537";"91";"229";"54";"132";"21";"463";"107";"66";"1";"-";"-";"-";"-"
"255002";"255002";"33";"6";"2";"439";"394";"3";"0";"391";"79";"23";"80";"18";"19";"1";"135";"27";"9";"0";"-";"-";"-";"-"
"255003";"255003";"33";"6";"2";"5970";"5315";"38";"14";"5263";"1479";"317";"1052";"222";"301";"32";"1336";"388";"136";"0";"-";"-";"-";"-"
"255004";"255004";"33";"6";"2";"1946";"1728";"17";"3";"1708";"547";"72";"308";"74";"96";"11";"435";"119";"46";"0";"-";"-";"-";"-"
"257001";"257001";"35";"6";"2";"2737";"2397";"29";"3";"2365";"806";"166";"337";"92";"279";"23";"458";"77";"126";"1";"-";"-";"-";"-"
"257002";"257002";"35";"6";"2";"456";"380";"10";"1";"369";"109";"25";"67";"12";"37";"16";"66";"24";"13";"0";"-";"-";"-";"-"
"257003";"257003";"35";"6";"2";"2168";"1929";"13";"2";"1914";"695";"87";"305";"66";"158";"14";"437";"100";"51";"1";"-";"-";"-";"-"
"259001";"259001";"34";"6";"2";"3218";"2707";"25";"15";"2667";"998";"90";"477";"87";"176";"20";"588";"148";"80";"3";"-";"-";"-";"-"
"259002";"259002";"34";"6";"2";"4405";"3651";"30";"10";"3611";"1646";"124";"453";"106";"258";"33";"642";"239";"105";"5";"-";"-";"-";"-"
"259003";"259003";"34";"6";"2";"599";"538";"4";"1";"533";"159";"35";"93";"21";"33";"8";"137";"33";"14";"0";"-";"-";"-";"-"
"259004";"259004";"34";"6";"2";"1507";"1289";"17";"5";"1267";"425";"47";"167";"47";"69";"15";"360";"95";"41";"1";"-";"-";"-";"-"
"259005";"259005";"34";"6";"2";"3228";"2632";"26";"4";"2602";"1143";"76";"306";"78";"228";"19";"485";"173";"93";"1";"-";"-";"-";"-"
"259006";"259006";"34";"6";"2";"2976";"2549";"13";"6";"2530";"949";"80";"367";"120";"171";"17";"585";"181";"57";"3";"-";"-";"-";"-"
"259007";"259007";"34";"6";"2";"4776";"3973";"40";"11";"3922";"1464";"154";"474";"144";"428";"60";"831";"224";"140";"3";"-";"-";"-";"-"
"259008";"259008";"34";"6";"2";"962";"840";"3";"2";"835";"267";"31";"114";"37";"60";"6";"227";"63";"28";"2";"-";"-";"-";"-"
"259009";"259009";"34";"6";"2";"3415";"2932";"23";"6";"2903";"1158";"103";"390";"121";"224";"29";"621";"161";"96";"0";"-";"-";"-";"-"
"259010";"259010";"34";"6";"2";"4075";"3431";"32";"14";"3385";"1220";"145";"547";"158";"225";"34";"760";"182";"111";"3";"-";"-";"-";"-"
"261001";"261001";"35";"6";"2";"1685";"1519";"8";"3";"1508";"414";"121";"231";"62";"93";"27";"444";"78";"38";"0";"-";"-";"-";"-"
"261002";"261002";"35";"6";"2";"412";"375";"1";"1";"373";"82";"25";"49";"13";"37";"1";"140";"17";"9";"0";"-";"-";"-";"-"
"261003";"261003";"35";"6";"2";"1648";"1510";"7";"2";"1501";"343";"140";"230";"47";"129";"14";"485";"46";"65";"2";"-";"-";"-";"-"
"261004";"261004";"35";"6";"2";"1926";"1672";"14";"1";"1657";"498";"129";"224";"61";"89";"44";"490";"86";"33";"3";"-";"-";"-";"-"
"261005";"261005";"35";"6";"2";"889";"804";"10";"3";"791";"220";"49";"96";"22";"61";"8";"264";"50";"20";"1";"-";"-";"-";"-"
"263001";"263001";"35";"6";"2";"1534";"1388";"6";"1";"1381";"460";"68";"221";"62";"84";"9";"386";"70";"21";"0";"-";"-";"-";"-"
"263002";"263002";"35";"6";"2";"2645";"2324";"26";"9";"2289";"861";"118";"324";"100";"138";"32";"539";"120";"54";"3";"-";"-";"-";"-"
"263003";"263003";"35";"6";"2";"981";"891";"9";"3";"879";"281";"39";"119";"44";"59";"9";"254";"53";"21";"0";"-";"-";"-";"-"
"263004";"263004";"35";"6";"2";"264";"227";"3";"0";"224";"49";"18";"30";"11";"9";"5";"89";"9";"4";"0";"-";"-";"-";"-"
"263005";"263005";"35";"6";"2";"1219";"1096";"7";"3";"1086";"357";"66";"139";"46";"82";"12";"300";"37";"44";"3";"-";"-";"-";"-"
"265001";"265001";"33";"6";"2";"4430";"3797";"34";"18";"3745";"1055";"246";"662";"132";"519";"66";"673";"148";"243";"1";"-";"-";"-";"-"
"265002";"265002";"33";"6";"2";"4763";"4142";"30";"15";"4097";"1078";"294";"976";"145";"335";"67";"856";"172";"172";"2";"-";"-";"-";"-"
"265003";"265003";"33";"6";"2";"5874";"4954";"45";"13";"4896";"1797";"332";"615";"162";"692";"81";"720";"195";"302";"0";"-";"-";"-";"-"
"265004";"265004";"33";"6";"2";"3750";"3149";"37";"10";"3102";"1126";"206";"433";"98";"361";"63";"519";"144";"149";"3";"-";"-";"-";"-"
"265005";"265005";"33";"6";"2";"5034";"4253";"42";"13";"4198";"1630";"213";"632";"133";"374";"76";"737";"232";"166";"5";"-";"-";"-";"-"
"265006";"265006";"33";"6";"2";"5523";"4941";"39";"19";"4883";"1181";"401";"1170";"178";"425";"70";"1096";"180";"180";"2";"-";"-";"-";"-"
"265007";"265007";"33";"6";"2";"3348";"3004";"27";"7";"2970";"951";"215";"573";"146";"205";"37";"669";"112";"60";"2";"-";"-";"-";"-"
"265008";"265008";"33";"6";"2";"1610";"1430";"11";"6";"1413";"419";"92";"251";"77";"120";"21";"307";"81";"41";"4";"-";"-";"-";"-"
